ML1G000200	KOG4535
ML7G150500	KOG0378
ML7G150700	KOG3255
ML7G150800	KOG2620
ML7G150900	KOG3098
ML7G151500	KOG3225
ML7G151800	KOG4696
ML7G151900	KOG4758
ML7G154900	KOG2326
ML7G155200	KOG0156
ML7G155500	KOG1983
ML7G155900	KOG1595
ML7G156100	KOG0667
ML7G156600	KOG0712
ML7G156700	KOG1187
ML7G157100	KOG1533
ML7G157200	KOG0880
ML7G157400	KOG3464
ML7G157500	KOG1235
ML7G157800	KOG4460
ML7G157900	KOG1032
ML7G158000	KOG0471
ML7G158400	KOG1187
ML7G158600	KOG3399
ML7G158800	KOG1193
ML7G159200	KOG1187
ML7G159500	KOG0323
ML7G160100	KOG0725
ML7G160200	KOG0812
ML7G160800	KOG0223
ML7G160900	KOG1556
ML7G161100	KOG0769
ML7G161200	KOG4072
ML7G161500	KOG1947
ML7G161700	KOG1458
ML7G162100	KOG1441
ML7G162200	KOG3894
ML7G162300	KOG4779
ML7G162400	KOG1303
ML7G162500	KOG2624
ML7G162800	KOG0544
ML7G163200	KOG1303
ML7G163700	KOG1187
ML7G164400	KOG3114
ML7G164700	KOG2536
ML7G164900	KOG0815
ML7G165000	KOG4658
ML7G165100	KOG1187
ML7G165300	KOG3473
ML7G165500	KOG3246
ML7G165600	KOG0700
ML7G165700	KOG4467
ML7G165800	KOG0700
ML7G166000	KOG1187
ML7G166100	KOG1427
ML7G166300	KOG0698
ML7G166400	KOG4658
ML7G166900	KOG2246
ML7G167100	KOG0226
ML7G167400	KOG1586
ML7G167500	KOG1305
ML7G168300	KOG1187
ML7G169100	KOG1347
ML7G169200	KOG1441
ML7G169700	KOG1187
ML7G169900	KOG1792
ML7G171200	KOG1636
ML7G171300	KOG1636
ML7G171600	KOG0472
ML7G173900	KOG1235
ML7G174100	KOG2925
ML7G174200	KOG1235
ML7G174400	KOG4658
ML7G174500	KOG4658
ML7G175000	KOG0598
ML7G175100	KOG1187
ML7G175500	KOG0813
ML7G175700	KOG4638
ML7G175900	KOG1198
ML7G176200	KOG0157
ML7G176300	KOG4172
ML7G176800	KOG1758
ML7G177100	KOG0768
ML7G177400	KOG1100
ML7G177600	KOG0565
ML7G177700	KOG1425
ML7G177800	KOG4209
ML7G177900	KOG4086
ML7G178400	KOG1260
ML7G178500	KOG1947
ML7G178800	KOG2108
ML7G179000	KOG1947
ML7G179100	KOG0048
ML7G179200	KOG1635
ML7G179300	KOG0143
ML7G179400	KOG0143
ML7G179700	KOG0084
ML7G179800	KOG0254
ML7G179900	KOG2350
ML7G180100	KOG1584
ML7G180600	KOG4172
ML7G180900	KOG1208
ML7G181200	KOG1493
ML7G181300	KOG1493
ML7G181600	KOG4372
ML7G181700	KOG3167
ML7G181800	KOG1837
ML7G182000	KOG1187
ML7G182100	KOG3291
ML7G182200	KOG1187
ML7G182500	KOG1187
ML7G182700	KOG4302
ML7G183300	KOG4302
ML7G184100	KOG1499
ML7G184300	KOG0400
ML7G184400	KOG0900
ML7G184800	KOG4054
ML7G186000	KOG2533
ML7G186200	KOG1271
ML7G186300	KOG0710
ML7G186400	KOG0796
ML7G186900	KOG4186
ML7G187100	KOG1444
ML7G187400	KOG0223
ML7G187500	KOG1947
ML7G187600	KOG1593
ML7G187700	KOG1187
ML7G188100	KOG2533
ML7G188200	KOG0886
ML7G188500	KOG0331
ML7G188600	KOG2661
ML7G188800	KOG0157
ML7G188900	KOG0157
ML7G189000	KOG0143
ML7G189200	KOG2855
ML7G189400	KOG1815
ML7G189600	KOG4522
ML7G189700	KOG0014
ML7G190200	KOG2970
ML7G190600	KOG1601
ML7G190700	KOG4361
ML7G190900	KOG4658
ML7G191000	KOG1493
ML7G191300	KOG0156
ML7G191400	KOG2167
ML7G192600	KOG0076
ML7G193200	KOG0076
ML7G193400	KOG1110
ML7G193600	KOG0296
ML7G193700	KOG1689
ML7G194500	KOG1735
ML7G194900	KOG3142
ML7G195000	KOG1187
ML7G195100	KOG2273
ML7G195300	KOG1809
ML7G195900	KOG1386
ML7G196200	KOG3445
ML7G196700	KOG1171
ML7G196800	KOG1187
ML7G197600	KOG2835
ML7G199300	KOG0712
ML7G199400	KOG0712
ML7G199800	KOG1638
ML7G200000	KOG2361
ML7G200500	KOG0032
ML7G200700	KOG0242
ML7G201000	KOG1187
ML7G201200	KOG1246
ML7G201400	KOG4541
ML7G201600	KOG0264
ML7G202100	KOG0826
ML7G202300	KOG2762
ML7G202400	KOG0396
ML7G202500	KOG1861
ML7G202600	KOG0320
ML7G203200	KOG1982
ML7G203500	KOG1422
ML7G203900	KOG2841
ML7G204000	KOG0320
ML7G204100	KOG1339
ML7G204200	KOG3117
ML7G204500	KOG3374
ML7G205000	KOG0502
ML7G205000	KOG0508
ML7G205000	KOG0512
ML7G205000	KOG4412
ML7G205100	KOG0419
ML7G205300	KOG2977
ML7G206300	KOG0367
ML7G207900	KOG0534
ML7G208100	KOG1187
ML7G208200	KOG2501
ML7G208900	KOG0254
ML7G209000	KOG0305
ML7G209100	KOG4589
ML7G209200	KOG4658
ML7G209400	KOG0498
ML7G209500	KOG1363
ML7G209900	KOG1187
ML7G210000	KOG1286
ML7G210300	KOG0187
ML7G210500	KOG2299
ML7G210800	KOG0270
ML7G210900	KOG1120
ML7G211000	KOG0945
ML7G211200	KOG0472
ML7G211300	KOG2487
ML7G211500	KOG0472
ML7G211800	KOG1187
ML7G212300	KOG0472
ML7G212500	KOG4821
ML7G212600	KOG3103
ML7G212700	KOG2358
ML7G213100	KOG1603
ML7G213400	KOG1815
ML7G213500	KOG1815
ML7G213700	KOG1815
ML7G213800	KOG0156
ML7G213900	KOG1815
ML7G214000	KOG1987
ML7G214300	KOG0472
ML7G214500	KOG1638
ML7G214600	KOG0472
ML7G214700	KOG2966
ML7G214800	KOG1638
ML7G215000	KOG0156
ML7G215200	KOG2352
ML7G215600	KOG1815
ML7G216200	KOG2390
ML7G216600	KOG0198
ML7G217800	KOG4593
ML7G218000	KOG4172
ML7G218600	KOG1744
ML7G218700	KOG1744
ML7G219000	KOG1744
ML7G219100	KOG2721
ML7G219300	KOG2191
ML7G219500	KOG2191
ML7G219600	KOG2191
ML7G219800	KOG0379
ML7G220000	KOG1496
ML7G220700	KOG1187
ML7G220900	KOG1724
ML7G221000	KOG1724
ML7G221100	KOG1263
ML7G222000	KOG4208
ML7G222100	KOG4208
ML7G222700	KOG1211
ML7G222900	KOG0092
ML7G223000	KOG1315
ML7G223100	KOG1303
ML7G223200	KOG0907
ML7G223300	KOG1488
ML7G223400	KOG2605
ML7G223800	KOG1815
ML7G223900	KOG1815
ML7G224400	KOG1434
ML7G224600	KOG2097
ML7G226100	KOG2194
ML7G226600	KOG4478
ML7G226900	KOG1919
ML7G227100	KOG2768
ML7G227300	KOG2768
ML7G227400	KOG2890
ML7G227900	KOG0513
ML7G228000	KOG2352
ML7G228300	KOG1187
ML7G228700	KOG1617
ML7G228900	KOG2058
ML7G229200	KOG1379
ML7G229300	KOG1379
ML7G229400	KOG1379
ML7G229500	KOG1379
ML7G229700	KOG4658
ML7G229800	KOG2058
ML7G229900	KOG1187
ML7G231400	KOG1677
ML7G231500	KOG0142
ML7G231700	KOG4658
ML7G231800	KOG4658
ML7G231900	KOG4658
ML7G232100	KOG0142
ML7G232500	KOG0698
ML7G232600	KOG1339
ML7G232800	KOG0907
ML7G233200	KOG0796
ML7G233300	KOG0032
ML7G233300	KOG0583
ML7G233300	KOG0595
ML7G233300	KOG0598
ML7G233500	KOG1303
ML7G233600	KOG1748
ML7G234000	KOG1205
ML7G234100	KOG2726
ML7G234300	KOG0701
ML7G234400	KOG3499
ML7G234500	KOG2369
ML7G234700	KOG1815
ML7G234900	KOG2882
ML7G235100	KOG3346
ML7G235200	KOG4364
ML7G235600	KOG2882
ML7G235600	KOG3040
ML7G235700	KOG2759
ML7G235900	KOG1187
ML7G236000	KOG1187
ML7G236400	KOG1187
ML7G237700	KOG1187
ML7G237800	KOG2663
ML7G238000	KOG0565
ML7G238400	KOG2318
ML7G239100	KOG1187
ML7G239200	KOG1187
ML7G240300	KOG3345
ML7G241200	KOG0768
ML7G241700	KOG0149
ML7G241800	KOG0869
ML7G242100	KOG4658
ML7G242400	KOG2881
ML7G242600	KOG1677
ML7G245000	KOG1764
ML7G245700	KOG0771
ML7G246600	KOG1493
ML7G246800	KOG1493
ML7G246900	KOG1493
ML7G247200	KOG1493
ML7G247400	KOG1493
ML7G247700	KOG1744
ML7G247900	KOG1744
ML7G248000	KOG2191
ML7G248100	KOG3482
ML7G248400	KOG0080
ML7G248500	KOG1263
ML7G249000	KOG0470
ML7G249200	KOG0143
ML7G249700	KOG1187
ML7G249800	KOG1187
ML7G249900	KOG4688
ML7G251000	KOG1999
ML7G251300	KOG2922
ML7G251500	KOG1187
ML7G252700	KOG1542
ML7G253000	KOG4523
ML7G253100	KOG0029
ML7G253200	KOG3691
ML7G253300	KOG0240
ML7G253800	KOG1724
ML7G253900	KOG1724
ML7G254000	KOG1724
ML7G254100	KOG1724
ML7G254500	KOG0143
ML7G255200	KOG1303
ML7G255300	KOG2606
ML7G255400	KOG1187
ML7G255500	KOG0061
ML7G255600	KOG0061
ML7G255700	KOG2825
ML7G255800	KOG1791
ML7G256100	KOG0768
ML7G256300	KOG1187
ML7G256400	KOG3216
ML7G256900	KOG0523
ML7G257500	KOG1493
ML7G257800	KOG3475
ML7G258200	KOG1220
ML7G258600	KOG2256
ML7G258800	KOG4478
ML7G260100	KOG3882
ML7G260300	KOG2890
ML7G260700	KOG3187
ML7G260900	KOG0513
ML7G261100	KOG0190
ML7G261300	KOG1455
ML7G261500	KOG1187
ML7G261700	KOG1696
ML7G261800	KOG0223
ML7G262000	KOG0700
ML7G262100	KOG1617
ML7G262200	KOG2058
ML7G262300	KOG1187
ML7G262400	KOG4723
ML7G262500	KOG3078
ML7G262800	KOG1618
ML7G263100	KOG0406
ML7G263200	KOG2068
ML7G263500	KOG0869
ML7G263700	KOG0156
ML7G267500	KOG1082
ML7G267700	KOG4658
ML7G267800	KOG4658
ML7G267900	KOG4658
ML7G268500	KOG4658
ML7G268600	KOG4658
ML7G268700	KOG4658
ML7G268800	KOG4658
ML7G269200	KOG4658
ML7G270000	KOG3409
ML7G270600	KOG1187
ML7G271500	KOG4658
ML7G271600	KOG4658
ML7G271700	KOG4658
ML7G271900	KOG4658
ML7G272100	KOG4658
ML7G272200	KOG4658
ML7G272300	KOG4658
ML7G272400	KOG4658
ML7G272500	KOG4658
ML7G272900	KOG4658
ML7G273000	KOG4658
ML7G273200	KOG4658
ML7G273500	KOG4658
ML7G273600	KOG4658
ML7G273700	KOG4658
ML7G273900	KOG4658
ML7G274500	KOG4658
ML7G274600	KOG1187
ML7G275000	KOG1187
ML7G275100	KOG0157
ML7G275300	KOG4658
ML7G275500	KOG4658
ML7G275900	KOG4658
ML7G276000	KOG4658
ML7G276100	KOG4658
ML7G276500	KOG4658
ML7G276600	KOG4658
ML7G276700	KOG4658
ML7G276900	KOG4658
ML7G277300	KOG1815
ML7G277400	KOG1815
ML7G277700	KOG2499
ML7G277900	KOG1815
ML7G278200	KOG0934
ML7G278400	KOG2499
ML7G279400	KOG4658
ML7G279800	KOG1043
ML7G279900	KOG1187
ML7G280100	KOG1187
ML7G280200	KOG2759
ML7G280900	KOG4658
ML7G281000	KOG4658
ML7G281500	KOG4658
ML7G281600	KOG4658
ML7G281700	KOG4658
ML7G282000	KOG2646
ML7G282100	KOG1548
ML7G282500	KOG3346
ML7G282700	KOG1815
ML7G283200	KOG2369
ML7G283400	KOG1748
ML7G283500	KOG0674
ML7G283700	KOG0796
ML7G284000	KOG1543
ML7G284200	KOG0907
ML7G284400	KOG1752
ML7G284500	KOG1339
ML7G285100	KOG4658
ML7G285200	KOG4293
ML7G285300	KOG1427
ML7G285500	KOG1282
ML7G285600	KOG1282
ML7G285800	KOG1018
ML7G285900	KOG0698
ML7G287100	KOG2505
ML7G287700	KOG0142
ML7G287900	KOG0142
ML7G288100	KOG4450
ML7G288400	KOG1677
ML7G288900	KOG1187
ML7G289200	KOG2217
ML8G000300	KOG0089
ML8G000400	KOG0907
ML8G000500	KOG0417
ML8G000700	KOG1187
ML8G001200	KOG1187
ML8G001400	KOG1588
ML8G001600	KOG4638
ML8G001900	KOG2722
ML8G002000	KOG0027
ML8G002300	KOG1187
ML8G002500	KOG0594
ML8G002600	KOG0598
ML8G003500	KOG4267
ML8G003700	KOG1187
ML8G004300	KOG1187
ML8G006600	KOG1291
ML8G006700	KOG0192
ML8G006800	KOG1347
ML8G007400	KOG4642
ML8G007600	KOG0583
ML8G008600	KOG0315
ML8G008800	KOG1087
ML8G009000	KOG3339
ML8G009700	KOG2601
ML8G009800	KOG2601
ML8G009900	KOG1947
ML8G010400	KOG0698
ML8G010500	KOG1471
ML8G010600	KOG1647
ML8G010800	KOG1759
ML8G010900	KOG1759
ML8G011000	KOG3142
ML8G011100	KOG1187
ML8G011300	KOG1347
ML8G011500	KOG4751
ML8G013000	KOG2332
ML8G013100	KOG0378
ML8G013300	KOG2258
ML8G014000	KOG3069
ML8G014100	KOG4361
ML8G014200	KOG1906
ML8G014300	KOG0472
ML8G014400	KOG0472
ML8G014500	KOG0472
ML8G014700	KOG0472
ML8G014800	KOG0472
ML8G015300	KOG0472
ML8G015400	KOG0472
ML8G015500	KOG0472
ML8G015600	KOG0472
ML8G015700	KOG0562
ML8G015700	KOG2134
ML8G016100	KOG2776
ML8G016200	KOG0756
ML8G016400	KOG1187
ML8G016600	KOG1187
ML8G016700	KOG1187
ML8G016800	KOG1187
ML8G016900	KOG1187
ML8G017000	KOG1187
ML8G017100	KOG1187
ML8G017300	KOG1187
ML8G017500	KOG1187
ML8G017600	KOG1187
ML8G017700	KOG1187
ML8G017900	KOG1187
ML8G018000	KOG1187
ML8G018100	KOG1187
ML8G018600	KOG3467
ML8G019600	KOG3286
ML8G019900	KOG4282
ML8G020200	KOG0143
ML8G020300	KOG1632
ML8G020600	KOG1895
ML8G021200	KOG0752
ML8G021400	KOG1530
ML8G021500	KOG4172
ML8G021800	KOG3035
ML8G022100	KOG3035
ML8G022200	KOG3035
ML8G022300	KOG3035
ML8G022400	KOG3035
ML8G022500	KOG1397
ML8G022600	KOG0752
ML8G022700	KOG4249
ML8G022800	KOG1039
ML8G022900	KOG0381
ML8G023000	KOG1187
ML8G023100	KOG4031
ML8G023200	KOG0323
ML8G023600	KOG1928
ML8G023700	KOG1938
ML8G024200	KOG1303
ML8G024500	KOG2714
ML8G024600	KOG1237
ML8G024800	KOG1237
ML8G024900	KOG1237
ML8G025000	KOG1237
ML8G025100	KOG1237
ML8G025200	KOG1111
ML8G025400	KOG0724
ML8G026200	KOG2390
ML8G026300	KOG0513
ML8G026400	KOG1947
ML8G027100	KOG1624
ML8G028000	KOG2532
ML8G028200	KOG1638
ML8G028500	KOG2935
ML8G028600	KOG1792
ML8G028700	KOG2932
ML8G028900	KOG2813
ML8G029300	KOG0498
ML8G029600	KOG0266
ML8G030400	KOG1458
ML8G031100	KOG1458
ML8G031500	KOG0048
ML8G031700	KOG3480
ML8G031800	KOG1187
ML8G031900	KOG3058
ML8G032000	KOG1607
ML8G032500	KOG3386
ML8G032600	KOG3386
ML8G032700	KOG3386
ML8G032800	KOG0543
ML8G033600	KOG4761
ML8G034200	KOG0752
ML8G034300	KOG3430
ML8G034700	KOG1187
ML8G034800	KOG4050
ML8G035800	KOG2536
ML8G036000	KOG2536
ML8G036100	KOG2536
ML8G036300	KOG1577
ML8G036400	KOG1577
ML8G037000	KOG0725
ML8G037300	KOG0651
ML8G037400	KOG1187
ML8G037500	KOG1187
ML8G037700	KOG1187
ML8G037900	KOG0656
ML8G038100	KOG2160
ML8G038300	KOG1303
ML8G038400	KOG1339
ML8G038600	KOG1315
ML8G039100	KOG3109
ML8G039400	KOG2289
ML8G039500	KOG2102
ML8G039900	KOG0978
ML8G039900	KOG4593
ML8G040100	KOG1187
ML8G041000	KOG0157
ML8G041100	KOG2642
ML8G041600	KOG4412
ML8G042000	KOG0799
ML8G042700	KOG3467
ML8G042800	KOG0533
ML8G042900	KOG0704
ML8G043000	KOG1208
ML8G043200	KOG3097
ML8G043600	KOG2786
ML8G043900	KOG1756
ML8G044000	KOG1744
ML8G044300	KOG1626
ML8G044700	KOG0565
ML8G045100	KOG1751
ML8G046600	KOG1603
ML8G047000	KOG4412
ML8G047600	KOG0107
ML8G047800	KOG3017
ML8G048000	KOG0156
ML8G048300	KOG0700
ML8G048600	KOG0406
ML8G048700	KOG0406
ML8G048800	KOG1187
ML8G049200	KOG1763
ML8G049400	KOG0724
ML8G049500	KOG1475
ML8G049600	KOG1475
ML8G049900	KOG1187
ML8G050100	KOG0869
ML8G050300	KOG3080
ML8G050700	KOG1749
ML8G051300	KOG1476
ML8G051900	KOG1187
ML8G052500	KOG0001
ML8G052500	KOG0005
ML8G052500	KOG0899
ML8G052700	KOG4732
ML8G053000	KOG3202
ML8G053400	KOG1609
ML8G053500	KOG1187
ML8G053600	KOG1187
ML8G053700	KOG1269
ML8G053800	KOG2538
ML8G053900	KOG1489
ML8G054000	KOG0223
ML8G054100	KOG0886
ML8G054500	KOG1291
ML8G054700	KOG0131
ML8G056000	KOG0061
ML8G056100	KOG1187
ML8G056200	KOG2605
ML8G056900	KOG1192
ML8G058200	KOG1367
ML8G058800	KOG1603
ML8G059000	KOG3408
ML8G059500	KOG2644
ML8G059700	KOG1645
ML8G059900	KOG4683
ML8G060400	KOG0581
ML8G060700	KOG3338
ML8G060800	KOG2931
ML8G061100	KOG0752
ML8G061300	KOG4750
ML8G061700	KOG0143
ML8G062000	KOG0833
ML8G062300	KOG2645
ML8G062400	KOG2645
ML8G062500	KOG2688
ML8G062800	KOG4658
ML8G062900	KOG4658
ML8G063100	KOG2300
ML8G063300	KOG4658
ML8G063400	KOG4658
ML8G063600	KOG4658
ML8G063700	KOG4658
ML8G063900	KOG4658
ML8G064000	KOG4658
ML8G064900	KOG4658
ML8G065200	KOG4658
ML8G065300	KOG4658
ML8G065400	KOG4658
ML8G065500	KOG4658
ML8G065600	KOG4658
ML8G065700	KOG4658
ML8G066000	KOG4658
ML8G067000	KOG0685
ML8G067700	KOG4658
ML8G069700	KOG1990
ML8G069800	KOG4667
ML8G070100	KOG1433
ML8G071100	KOG0034
ML8G071200	KOG0835
ML8G073100	KOG0698
ML8G073500	KOG2895
ML8G074100	KOG2930
ML8G074200	KOG1187
ML8G074300	KOG1187
ML8G074400	KOG1543
ML8G074500	KOG1568
ML8G074900	KOG3246
ML8G075100	KOG0698
ML8G075700	KOG0440
ML8G076200	KOG0134
ML8G076500	KOG4309
ML8G076600	KOG3122
ML8G077400	KOG3181
ML8G077800	KOG1493
ML8G077900	KOG3230
ML8G078200	KOG2369
ML8G078300	KOG0032
ML8G078500	KOG1632
ML8G079000	KOG2969
ML8G079500	KOG1520
ML8G079700	KOG3386
ML8G080200	KOG0148
ML8G080800	KOG1641
ML8G081100	KOG1248
ML8G081400	KOG1399
ML8G081500	KOG0855
ML8G082200	KOG1082
ML8G082800	KOG1838
ML8G083100	KOG1082
ML8G083300	KOG1623
ML8G083500	KOG3201
ML8G083700	KOG0853
ML8G083800	KOG0266
ML8G084000	KOG0581
ML8G084100	KOG1187
ML8G084200	KOG3252
ML8G084400	KOG4317
ML8G084500	KOG2498
ML8G084900	KOG0304
ML8G085400	KOG0172
ML8G085900	KOG0698
ML8G086600	KOG0253
ML8G086700	KOG1740
ML8G087000	KOG1901
ML8G087200	KOG0192
ML8G087300	KOG0157
ML8G087600	KOG0157
ML8G087900	KOG0157
ML8G088300	KOG0157
ML8G088800	KOG3486
ML8G089400	KOG0157
ML8G090000	KOG0157
ML8G090300	KOG4393
ML8G090400	KOG1187
ML8G090500	KOG1187
ML8G090900	KOG0174
ML8G091500	KOG2837
ML8G091600	KOG1758
ML8G092300	KOG2217
ML8G092500	KOG0631
ML8G092800	KOG2803
ML8G092900	KOG0243
ML8G093300	KOG2803
ML8G093900	KOG0390
ML8G094100	KOG1488
ML8G094800	KOG1235
ML8G095000	KOG0472
ML8G095200	KOG1515
ML8G095500	KOG1187
ML8G095600	KOG1339
ML8G096000	KOG1339
ML8G096100	KOG1339
ML8G096600	KOG0251
ML8G096800	KOG1944
ML8G097000	KOG2391
ML8G097800	KOG2190
ML8G097900	KOG1759
ML8G098300	KOG1432
ML8G098700	KOG1051
ML8G099100	KOG3184
ML8G099400	KOG1723
ML8G099500	KOG0617
ML8G099600	KOG3356
ML8G099700	KOG1082
ML8G099800	KOG1187
ML8G099900	KOG4281
ML8G100900	KOG1427
ML8G101000	KOG1427
ML8G101100	KOG0692
ML8G101500	KOG3732
ML8G101600	KOG3732
ML8G101800	KOG0819
ML8G102000	KOG1427
ML8G102700	KOG4453
ML8G102800	KOG1021
ML8G102900	KOG1021
ML8G103600	KOG4680
ML8G103700	KOG1870
ML8G103900	KOG3192
ML8G104200	KOG0032
ML8G104300	KOG1187
ML8G104500	KOG1437
ML8G104700	KOG1493
ML8G104900	KOG2450
ML8G105400	KOG1594
ML8G105600	KOG0032
ML8G105900	KOG2386
ML8G106500	KOG1231
ML8G106600	KOG1515
ML8G106900	KOG1493
ML8G107200	KOG0583
ML8G107500	KOG2577
ML8G107700	KOG0975
ML8G107800	KOG2197
ML8G108000	KOG1995
ML8G108100	KOG4658
ML8G108200	KOG1339
ML8G109000	KOG2187
ML8G109600	KOG3154
ML8G109700	KOG1187
ML8G109800	KOG3073
ML8G110200	KOG1187
ML8G110300	KOG2149
ML8G110400	KOG3014
ML8G110600	KOG3014
ML8G111900	KOG1263
ML8G112900	KOG3008
ML8G113000	KOG0773
ML8G113300	KOG0048
ML8G113700	KOG1938
ML8G113800	KOG0810
ML8G113900	KOG3020
ML8G114000	KOG0131
ML8G114200	KOG1454
ML8G114400	KOG1561
ML8G114500	KOG3108
ML8G114600	KOG0001
ML8G114600	KOG0005
ML8G115100	KOG0304
ML8G115400	KOG2187
ML8G115500	KOG0187
ML8G115600	KOG0725
ML8G115700	KOG0725
ML8G115800	KOG0725
ML8G116700	KOG1471
ML8G116800	KOG0725
ML8G117300	KOG1043
ML8G117800	KOG4831
ML8G118000	KOG0881
ML8G118200	KOG4658
ML8G118800	KOG0157
ML8G119300	KOG2273
ML8G119800	KOG2624
ML8G119900	KOG2624
ML8G120000	KOG2382
ML8G120100	KOG0407
ML8G120700	KOG1455
ML8G121400	KOG1780
ML8G121500	KOG0945
ML8G121800	KOG0058
ML8G122200	KOG2824
ML8G122800	KOG0382
ML8G123200	KOG3055
ML8G124200	KOG3396
ML8G124300	KOG0157
ML8G124600	KOG0725
ML8G125300	KOG1454
ML8G125400	KOG3346
ML8G126300	KOG1378
ML8G126400	KOG1378
ML8G126500	KOG2332
ML8G126700	KOG3173
ML8G126900	KOG2766
ML8G127100	KOG1142
ML8G127200	KOG2938
ML8G127700	KOG0157
ML8G128300	KOG1246
ML8G129200	KOG4412
ML8G129300	KOG1263
ML8G129600	KOG0815
ML8G129700	KOG0721
ML8G129800	KOG0374
ML8G130400	KOG3449
ML8G131200	KOG0165
ML8G131700	KOG2343
ML8G132200	KOG4282
ML8G132900	KOG3031
ML8G133000	KOG0192
ML8G133700	KOG1435
ML8G134200	KOG1339
ML8G134500	KOG1471
ML8G134600	KOG1995
ML8G135400	KOG1751
ML8G136700	KOG1187
ML8G137500	KOG0483
ML8G137800	KOG0393
ML8G138300	KOG1021
ML8G138600	KOG3178
ML8G138700	KOG1187
ML8G138900	KOG2239
ML8G139400	KOG1021
ML8G139500	KOG1838
ML8G139700	KOG1913
ML8G139900	KOG4488
ML8G140600	KOG0552
ML8G141100	KOG3270
ML8G141400	KOG4172
ML8G141700	KOG2466
ML8G142000	KOG0114
ML8G142100	KOG0143
ML8G142400	KOG3075
ML8G142500	KOG0157
ML8G142700	KOG2369
ML8G142800	KOG2951
ML8G142900	KOG4593
ML8G143200	KOG1192
ML8G143700	KOG1305
ML8G143900	KOG1339
ML8G144200	KOG0935
ML8G144300	KOG4214
ML8G144500	KOG0080
ML8G145100	KOG0227
ML8G145200	KOG3419
ML8G145600	KOG0157
ML8G145800	KOG0859
ML8G145900	KOG2434
ML8G146500	KOG0867
ML8G147200	KOG1940
ML8G147300	KOG0382
ML8G147700	KOG0048
ML8G148200	KOG2696
ML8G148300	KOG4427
ML8G148700	KOG1322
ML8G149700	KOG0959
ML8G149800	KOG2502
ML8G150400	KOG0406
ML8G150500	KOG3259
ML8G150600	KOG1776
ML8G150700	KOG1656
ML8G151300	KOG0032
ML8G151600	KOG1656
ML8G151700	KOG0123
ML8G151800	KOG1187
ML8G151900	KOG1656
ML8G152000	KOG0123
ML8G152100	KOG1187
ML8G152400	KOG0656
ML8G152700	KOG0959
ML8G153000	KOG1347
ML8G153300	KOG1605
ML8G153600	KOG0543
ML8G153700	KOG3276
ML8G153900	KOG1886
ML8G154000	KOG0251
ML8G154600	KOG1778
ML8G154700	KOG0581
ML8G155100	KOG1573
ML8G155200	KOG1603
ML8G155300	KOG0867
ML8G156100	KOG1347
ML8G156600	KOG4593
ML8G157000	KOG2067
ML8G157200	KOG4658
ML8G157500	KOG0667
ML8G157700	KOG1021
ML8G157800	KOG0531
ML8G158200	KOG2547
ML8G158300	KOG1187
ML8G158500	KOG1235
ML8G158700	KOG4214
ML8G159100	KOG3692
ML8G159300	KOG1187
ML8G159700	KOG1895
ML8G159800	KOG0171
ML8G160700	KOG0156
ML8G161500	KOG4214
ML8G162400	KOG0279
ML8G162700	KOG4444
ML8G163100	KOG2712
ML8G163300	KOG2712
ML8G163400	KOG0325
ML8G163500	KOG2712
ML8G163800	KOG0242
ML8G163900	KOG2712
ML8G164400	KOG3425
ML8G165100	KOG1378
ML8G165200	KOG4711
ML8G165300	KOG0286
ML8G165600	KOG1196
ML8G166000	KOG1187
ML8G166100	KOG0853
ML8G166300	KOG4658
ML8G167800	KOG1919
ML8G168300	KOG1052
ML8G168500	KOG2471
ML8G168600	KOG3196
ML8G169100	KOG4567
ML8G169800	KOG0680
ML8G170200	KOG4400
ML8G171200	KOG2112
ML8G171600	KOG1339
ML8G172000	KOG4178
ML8G172100	KOG1021
ML8G172300	KOG0143
ML8G172600	KOG0534
ML8G172700	KOG3084
ML8G173800	KOG1196
ML8G174100	KOG2712
ML8G174300	KOG2712
ML8G174400	KOG1434
ML8G174600	KOG1187
ML8G174700	KOG2712
ML8G174900	KOG2712
ML8G175000	KOG1187
ML8G175800	KOG2712
ML8G175900	KOG0325
ML8G176000	KOG2712
ML8G176100	KOG1187
ML8G176500	KOG1434
ML8G176900	KOG2805
ML8G177300	KOG0509
ML8G177500	KOG4151
ML8G177900	KOG4658
ML8G178000	KOG1604
ML8G178300	KOG1187
ML8G178600	KOG2643
ML8G179100	KOG2561
ML8G180000	KOG3361
ML8G180500	KOG0698
ML8G180600	KOG2533
ML8G182800	KOG0880
ML8G182900	KOG0700
ML8G183600	KOG1192
ML8G183700	KOG4373
ML8G184000	KOG0254
ML8G184100	KOG4708
ML8G184300	KOG1238
ML8G185000	KOG0401
ML8G185400	KOG0401
ML8G185600	KOG0401
ML8G185800	KOG0617
ML8G186800	KOG4658
ML8G187400	KOG3077
ML8G188000	KOG0861
ML8G188100	KOG1192
ML8G188300	KOG2258
ML8G188600	KOG4122
ML8G188900	KOG2561
ML8G189000	KOG0254
ML8G189100	KOG1187
ML8G189500	KOG3113
ML8G189700	KOG4658
ML8G190300	KOG0583
ML8G191000	KOG1901
ML8G191400	KOG1187
ML8G191600	KOG3271
ML8G192100	KOG3129
ML8G192200	KOG0323
ML8G192400	KOG3179
ML8G192500	KOG0032
ML8G193000	KOG4693
ML8G193100	KOG0032
ML8G193300	KOG1987
